hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_tweets_in_C   count_H_entire_dataset    count_tweets_entire_dataset
Covid19	1010593116	1.4915844963	.0022282921	.0014939094	62	27824	65	43510
COVID19	1010593116	1.2762017239	.0167481311	.0131234199	466	27824	571	43510
"Covid19,AllForOne,Equity,WeNotMe"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Covid19,BeWiseImmunize,BeGreatVaccinate"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"COVID19,CareAboutTheAirWeShare"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Covid19,ClRRRRRRNotDismissed"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Covid19,COVIDisAirborne"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Covid19,KeepOnAMask"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Covid19,MasksWork"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Covid19,NewAndApproved,VaxNArguments"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"COVID19,OmicronBuffet,COVIDisAirborne"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"CovidIsAirborne,WeNotMe"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
CovidIsNotOver	1010593116	.9990674960	.0016532489	.0016547920	46	27824	72	43510
"DoneWithCovid,COVID19"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
LongCovid	1010593116	1.2804066805	.0216000575	.0168696851	601	27824	734	43510
"Maskerade,AirNecessities"	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
SafeSchools	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
VotesOverViruses	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
WearAMask	1010593116	1.0118434228	.0007906843	.0007814295	22	27824	34	43510
WeNotMe	1010593116	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
ableg	1010623406176235520	1.2181760405	.0050675675	.0041599632	141	27824	181	43510
InternationalWomensDay	1011580472709787648	.6557694688	.0004672225	.0007124798	13	27824	31	43510
makingworkvisible	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
RespectMyUUUUUU	1011580472709787648	.9198576352	.0003594019	.0003907147	10	27824	17	43510
SaveOurServices	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"SaveOurSports,SaveWomensSports"	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
sixwords	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"SOS,SaveOurSpaces,SaveOurSport,SaveOurServices"	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"SOS,SaveOurStats,WomenWontWheesht"	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"SOS,SaveOurUUUUUU,SaveOurStats,WomenWontWheesht"	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"UUUUUUNotGender,WomenWontWheesht,UUUUUUMatters"	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"womenwontwheest,saveourUUUUUU,No2SelfID"	1011580472709787648	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
BenFrazier	1011970623470489601	1.2510057337	.0001437607	.0001149161	4	27824	5	43510
Electionintegrity	1011970623470489601	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"BreakYourChains,FightForSocialism"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"CoronavirusUpdates,COVID19,VaccinesWork,coronavirus"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
COVID19	1012201853877186562	1.2762017239	.0167481311	.0131234199	466	27824	571	43510
"Revolution,LeonTrotsky"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Russia	1012201853877186562	1.4372110200	.0057144910	.0039760974	159	27824	173	43510
"Russia,AzovBattalion,Russian"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
Russian	1012201853877186562	1.5024340433	.0017610695	.0011721443	49	27824	51	43510
"Russian,GamesWorkshop,warhammer40k,Russia,Ukraine"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Russian,Ukraine"	1012201853877186562	1.3480671206	.0008985048	.0006665134	25	27824	29	43510
"Russian,UkraineRussiaWar,UkraineRussia,UkraineWar"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Russia,Putin,Ukraine️"	1012201853877186562	1.5637552647	.0000359401	.0000229832	1	27824	1	43510
"Russia,Ukraine,Putin"	1012201853877186562	1.5637574402	.0000718803	.0000459664	2	27824	2	43510
